timestamp,time_text,time_in_seconds,author,message
1590865172190236,4:00:00,14400,glady beitia,:washhands:Lelys desde chiriqui
1590865172231443,4:00:00,14400,Ryan Gormican,Good Luck!
1590865172234432,4:00:00,14400,Monik Cespedes,monika Céspedes 🤗
1590865172450162,4:00:00,14400,Marycielo Lucar,22 minutes
1590865172599126,4:00:01,14401,Alex O Neill,Best of Luck from the O'Neill Family in Ireland!! ☘️☘️☘️
1590865172843800,4:00:01,14401,Woody Healey,Good luck to them
1590865173005740,4:00:01,14401,Gucci Boyz,:elbowcough:
1590865173096597,4:00:01,14401,andrey borges,Braaasil
1590865173273691,4:00:01,14401,Nathanael Urban,Mumbo For Mayor
1590865173379565,4:00:01,14401,Paulina Rangel,holaaa:yougotthis:
1590865173756471,4:00:02,14402,ImaBossIcanAFly,to po le fer america
1590865174100552,4:00:02,14402,-,/hidechat
1590865174440489,4:00:02,14402,Zigrith Valencia,iron maiden
1590865174502003,4:00:03,14403,Carlos Emilio Torres Munguia,hola
1590865174512430,4:00:03,14403,armas Rocha,hello
1590865174736729,4:00:03,14403,Juan Lorenzo,saludos desde panama
1590865174745272,4:00:03,14403,Matusha,Good luck!
1590865174827823,4:00:03,14403,Celestial,cute
1590865175189560,4:00:03,14403,GurDoc,расия
1590865175644278,4:00:04,14404,Manuel Roca,Space...the final frontier...
1590865175815775,4:00:04,14404,Peter Stofanik Stofanik,nazdar
1590865175914730,4:00:04,14404,Kea Gaming,YAYAY
1590865176132772,4:00:05,14405,Pseudonayme 77,Meatball metaphors ftw 😄
1590865176192530,4:00:05,14405,Ramces Dominguez,Holaaaaaaa
1590865176501786,4:00:06,14406,James,Did any one see the alien
1590865176719442,4:00:06,14406,Vinicius Andrade,Let's go 900 thousand live nasa channel.
1590865176733998,4:00:06,14406,فرزین نظری,عیک سلام
1590865177179131,4:00:06,14406,Bodhi,Good luck
1590865177395925,4:00:07,14407,henarsmm henarsmm,Good luck
1590865177481912,4:00:07,14407,منوعات trss,STAY SAFE
1590865177835857,4:00:07,14407,yasmine dhania,Goodluck frm malaysia!
1590865177980306,4:00:07,14407,Sonia Zint,the dog in the pic is so cute
1590865178286953,4:00:07,14407,Piotrmal,/gameode creative
1590865178679478,4:00:08,14408,Katie Mousley,hello
1590865178723466,4:00:08,14408,victor danzazs,#GOLOUD💚
1590865178773014,4:00:08,14408,Math Addict,SOUTH POLE SO THAT I CAN PUT INDIA ⛳ FLAG
1590865178922830,4:00:08,14408,TechBychet,"I'm from India, now, the time is 12:30 am feeling 😴 sleepy but excited"
1590865179008822,4:00:08,14408,rakolle 555,не взлетит.)))))))
1590865179303040,4:00:08,14408,Eric M,God bless these astronauts.
1590865179535709,4:00:09,14409,Ya Yeet,:stayhome:
1590865179551823,4:00:09,14409,Dianna Mehrabi,Godspeed 🙏🙏
1590865179600671,4:00:09,14409,Daniela Hernandez,im nervus!!
1590865179774929,4:00:09,14409,Nicole Nayoung Chang,:yougotthis:
1590865179835416,4:00:09,14409,Lori Witzel,25 minutes
1590865180169991,4:00:09,14409,Damian K 15,siemw
1590865180193199,4:00:09,14409,محمد العاشوري,good
1590865180354240,4:00:09,14409,miguelbarriobero,AURONPLAY GUAPOOOOOOOOOOOOOOOO
1590865180412897,4:00:10,14410,Olivers Sīka,24 min
1590865180655229,4:00:10,14410,BLack Shark,Hello from Armenia
1590865180811281,4:00:10,14410,rugeshi,really hope its success
1590865180842818,4:00:10,14410,Ibaadat’s Art,Cool
1590865181038629,4:00:10,14410,Adrian Goldsbrough,When's Tom Cruise doing this?
1590865181240934,4:00:10,14410,Drew Fox,"I am sith, I'll be in the Dark Side."
1590865181266134,4:00:10,14410,Carlos Henriquez,Saludos desde Las Islas canarias
1590865181529908,4:00:11,14411,Aleksander Zych,cat
1590865181707300,4:00:11,14411,JOSE ANTONIO MARTINEZ RAMIREZ,Exito en el lanzamiento!!!!!
1590865181872051,4:00:11,14411,Самсон Мурадян,Поехали!
1590865181889633,4:00:11,14411,Blanca Maldonado,Is president Trump there to see the launch?
1590865181918460,4:00:11,14411,K S,Go for launch!
1590865181986685,4:00:11,14411,михаил гринчий,мама я в телевизоре 😋😊😁
1590865182007218,4:00:11,14411,Kezza Rose,Good Luck BOB & DOUG 🚀☺🚀☺
1590865184386217,4:00:11,14411,brisa Nielsen,Alguien me dice el motivo por el que van?
1590865184438367,4:00:12,14412,system 32,How long to launch
1590865184637538,4:00:12,14412,Begüm Çalışkan,✌🏼
1590865184754397,4:00:12,14412,Maiky,alo
1590865184925227,4:00:12,14412,Anshu Bhat,whats goin on
1590865185056626,4:00:12,14412,marie gormley,edge of my seat
1590865185471756,4:00:13,14413,Trina LovesQQPlus1745,"882,000+ watching!! 😁"
1590865185509704,4:00:13,14413,Ivan Akimenko,good luck!
1590865185660244,4:00:13,14413,Николай Пиковский,30 мин до запуска
1590865185873227,4:00:13,14413,John Jumper,all this Tahira stuff is silly
1590865186258512,4:00:13,14413,Catalin Ilinca,:goodvibes:
1590865186387001,4:00:13,14413,Lucas Miguel,Brasil
1590865186408095,4:00:13,14413,JERSON Reyes,Colombia
1590865186506977,4:00:14,14414,DAVE DOWN,hello from Cornwall in the united kingdom
1590865186651284,4:00:14,14414,Cj_Dj325,where elon at
1590865187083804,4:00:14,14414,Money Capo,:videocall:
1590865187213915,4:00:14,14414,yakohere,is it going to the moon
1590865187624093,4:00:15,14415,colorshoes_ Rene Vargas,why
1590865187637344,4:00:15,14415,Enterprise,Они ещё не полетели?
1590865187649817,4:00:15,14415,Gracie Ray,New era in... less than 25 MINUTES!!!
1590865187682279,4:00:15,14415,jan kollar,good luck
1590865188099976,4:00:15,14415,Tipsy,llllllllllllllllllllleeeeeeeeeeeeeeeeeeeeeettttttttttttttttttttttttssssssssssssssssssssssssss gggggggggggggggggoooooooooooooooooooooo
1590865188257831,4:00:16,14416,électroluminescente IbrideLight,love :goodvibes::goodvibes::goodvibes::goodvibes:
1590865188304796,4:00:16,14416,Knowledge Beast,Congrats
1590865188915707,4:00:17,14417,Bruno Carlos Caetano Santos,#FORABOLSONARO
1590865189369953,4:00:18,14418,Damian Scott,nice
1590865189590306,4:00:18,14418,Pablo BS,:goodvibes:
1590865189792266,4:00:18,14418,Cynamonówka,hello Poland
1590865190032769,4:00:18,14418,Kendal Leonard,wow
1590865190181311,4:00:18,14418,Luma Andrade,I hope today them can travel
1590865190894667,4:00:19,14419,cesar aguilar,grettings from MEXICO
1590865190921031,4:00:19,14419,Bharat Sharma,good luck
1590865190928778,4:00:19,14419,Никто Никто,Россия Вперде!
1590865190974109,4:00:19,14419,bob bab,siema jd
1590865190992253,4:00:19,14419,Rafael Busses Delgado,escudos Boing y suerte
1590865191021271,4:00:19,14419,Odyssey Flyer,Hopi!
1590865191763280,4:00:20,14420,Victor,what time is the launch
1590865191938902,4:00:20,14420,Matheus Souza,Cadê ???
1590865191952015,4:00:20,14420,reza hoseini,چي شد حالا
1590865192277966,4:00:20,14420,Strékeur,hello
1590865192392645,4:00:21,14421,Poopie pants,THOSE WOMEN ARE JUST THERE FOR POLITICAL CORRECTNESS LOL
1590865192423995,4:00:21,14421,João Victor,good luck
1590865192458643,4:00:21,14421,Louise,woo hoo!! 🚀
1590865192689290,4:00:22,14422,Sheila Castro,oi
1590865192926900,4:00:22,14422,OnE sHot,USA
1590865193075501,4:00:22,14422,JON MARTINEZ DE RITUERTO CASTILLO,heyy
1590865193130308,4:00:22,14422,BuddyDaFun,:buffering::buffering::buffering:
1590865193604564,4:00:23,14423,jay law,good luck
1590865193637509,4:00:23,14423,Daniifm,aguante ARGENTINA💪😎
1590865193643974,4:00:23,14423,Lillie fun tv,has it lo
1590865193887164,4:00:23,14423,Snayper Gamer,que é do Brasil fala BOMMM
1590865194393730,4:00:23,14423,ネ-ΛИǤ_SнεяcΚø-ネ,EST CE QUE IL Y A DES FRANCAIS ?XD
1590865194406251,4:00:23,14423,giveme reason,рогозин вперед
1590865194866335,4:00:24,14424,꧁Maria .R꧂,Hello :socialdist:
1590865195248855,4:00:24,14424,Jogufe,Countdown?
1590865195310283,4:00:24,14424,wetdownunder,If you want to see the flag on the moon. It's in studio 52
1590865195327615,4:00:24,14424,Ebz K,No wonder the fortnite event got delayed
1590865195503969,4:00:24,14424,ayat AX,ناسا می خوامت
1590865195854309,4:00:25,14425,Daniel Gvozdovič,Vilnius
1590865195887049,4:00:25,14425,Stavros Vlachoyannis,GOD SPEED! STAVROS VLACHOYANNIS ATHENS-NEW YORK
1590865196106799,4:00:25,14425,Pushan Pore,India
1590865196109272,4:00:25,14425,ivan salcedo,this is history people:elbowcough::yt::socialdist::washhands:
1590865196470120,4:00:26,14426,Tri Duc Tran,apollo 11 Apollo 11
1590865196479362,4:00:26,14426,Manuel Espinoza,Good luck.🤗🏆🚀🚀🚀🚀🚀
1590865196606571,4:00:26,14426,MONICA GALEANO,wow
1590865196707153,4:00:26,14426,simran nischal,all d best guys
1590865196737106,4:00:26,14426,Podlaski,Good luck and greetings from Poland
1590865196741570,4:00:26,14426,Marathi graphics design,good luck
1590865196818640,4:00:26,14426,Capta Crunch,GOD BLESS US ALL! GOD BLESS THIS CREW! GOD BLESS EVERYONE AROUND THE WORLD!
1590865196852929,4:00:26,14426,Ugur eren,Herbalife
1590865197456743,4:00:27,14427,Adam Balcomb,I wonder what flat earthers will make of this lol
1590865197479988,4:00:27,14427,Koyaxs,🥇🥇🥇🥇
1590865198044866,4:00:27,14427,DeanWinchester,i love history. but you chose an alien base site (lol) so it wld have to be south pole for me. otherwise apollo 11 site 9 out of 10
1590865198046979,4:00:27,14427,Jelena Noquez,hi ayden
1590865198110793,4:00:27,14427,Veronica CD,hola
1590865198354147,4:00:28,14428,lucas nunes,bora baeeeeeeea
1590865198422727,4:00:28,14428,Ag Bo,Go NASA!
1590865198879877,4:00:28,14428,Vin _,YIKES
1590865199139731,4:00:28,14428,Michel Alves Games,this is epic
1590865199258251,4:00:29,14429,Aurora Waxwing,good job everyone at space x and NASA
1590865199477055,4:00:29,14429,Giovanna Mesquita,PALMEIRAS NÃO TEM MUNDIAL
1590865199579246,4:00:29,14429,Hamilton Trevor,good luck guys
1590865199817624,4:00:29,14429,Daniel Téllez,COME ONNN
1590865199910970,4:00:29,14429,Alex Shaw,👍🏻
1590865199916236,4:00:29,14429,Syed Haider Abbas Zaidi,Good luck from india
1590865200062547,4:00:29,14429,Alicia Alicia,:elbowcough::elbowcough::elbowcough:
1590865200195645,4:00:30,14430,K Suzuki,成功を、祈ります。
1590865200349727,4:00:30,14430,navid torabi,کی پرتاب میشه؟
1590865203027219,4:00:32,14432,FRANCO DC,APOLLO 11
1590865203108863,4:00:32,14432,myszo zebra,.
1590865203144587,4:00:32,14432,youna,il décolle quand ?
1590865203181507,4:00:32,14432,Jan Hötker,K
1590865203298519,4:00:32,14432,KennyDres,top model
1590865203334906,4:00:32,14432,Yasser Awad,I can hear her jacket
1590865203344467,4:00:32,14432,CG,DraGOON
1590865203466134,4:00:32,14432,Imperial Vintage Guitars,stratocaster
1590865203655093,4:00:32,14432,Austin Mulcahy,yay
1590865203685587,4:00:32,14432,aljacks2,Just launch
1590865203695165,4:00:32,14432,Iwan,from Indonesian
1590865203771885,4:00:32,14432,Leyla Loudin,Yo
1590865203999146,4:00:33,14433,onigo,GOOOOO FOR LAUNCH! CEILING GANG!
1590865204069413,4:00:33,14433,Heather Bellows,idk
1590865204293031,4:00:33,14433,Ceez B,good luck safe voyage!!
1590865204428281,4:00:33,14433,로라 [Laura],할수있어:virtualhug:
1590865204449529,4:00:33,14433,준영,hi
1590865204786546,4:00:33,14433,Chris Fouad,epic
1590865204848885,4:00:33,14433,RAKESH INJARAPU,best of luck guys
1590865205077466,4:00:34,14434,Captain Aizenka,ВОЛЬНОВ ЗДАРОВА
1590865205129189,4:00:34,14434,BHG TR,How many minutes left??
1590865205184241,4:00:34,14434,vintagegirl1961,GOOD LUCK AND GOD BLESS!!!!!! <3!
1590865205217493,4:00:34,14434,Ismail Ali,advancement for civilisation
1590865205282498,4:00:34,14434,Linoleum,Spread Positivity!
1590865205583093,4:00:34,14434,Morgan,yo she cute af
1590865205597436,4:00:34,14434,The Man Behind The Slaughter,Bob
1590865205791406,4:00:34,14434,T20BLAZE07,#SpaceLaunchLIVE god speed
1590865205871912,4:00:34,14434,Vincent Qiu,22mins left
1590865205937266,4:00:35,14435,Valeriya St.,УДАЧИ ИЗ РОССИИ!!!
1590865206048130,4:00:35,14435,foo bar,Go Humanity go
1590865206110739,4:00:35,14435,Yahel Cavaller,a q hora sale
1590865206802680,4:00:36,14436,Harvey Plett,kieon james heyyyy
1590865206917721,4:00:36,14436,Quinho alegria,oh Glória
1590865206972585,4:00:36,14436,MasterKamikaze 666,éxitos
1590865207315123,4:00:36,14436,Neisy Alvarez,apollo 11 spot 🤗
1590865207503415,4:00:36,14436,Welton Martins,boom
1590865207670520,4:00:36,14436,Peter Negan,Swedish Meatballs have Horse in them. Enjoy!
1590865207675362,4:00:36,14436,Luciano Foissac,SALUDOS DESDE ARGENTINA
1590865207843197,4:00:37,14437,Not your guy,around the world
1590865207951562,4:00:37,14437,Ivan Kuzmín,servus
1590865208454689,4:00:37,14437,Tina-Gene Coetzee,KITTY
1590865208467115,4:00:37,14437,David Horowitz,#Lulanacadeiajá
1590865209047722,4:00:38,14438,Ahmet Furkan Ege,kalktı mı?
1590865209166562,4:00:38,14438,- jeiku -,worth it puyat ko hahaha
1590865209304326,4:00:38,14438,Franco,good luck!
1590865209327556,4:00:38,14438,Thoony Abeg,yo también quiero ir..
1590865209380461,4:00:38,14438,Pulkit Singh,APOLLO 11
1590865209781708,4:00:39,14439,xcaliber 711,Nice
1590865209835439,4:00:39,14439,Jérémy Haeffele,To the moon and beyond !
1590865209925767,4:00:39,14439,SUKI DG,😴😴😴
1590865210403700,4:00:39,14439,Vivien Meister,"Good luck from Germany, I’ll keep my fingers crossed 🤞🏻🍀 #launchamerica"
1590865210558888,4:00:39,14439,Random_User,m... m..m.
1590865210646657,4:00:39,14439,magnoslima,Boa sorte senhores! Estou na torcida por vc's!
1590865210791029,4:00:40,14440,Carla Chávez A,the final countdown 😆
1590865210925020,4:00:40,14440,Ligorenko,gooo
1590865211283778,4:00:40,14440,Andre Serrano,good luck! peace on earth!! 🙂
1590865211321954,4:00:40,14440,TAKUNDA NYAKUCHENA,Cant wait
1590865211372623,4:00:40,14440,Asma Banshamlan,😍😍😍😍😍
1590865211663465,4:00:40,14440,Wojciech pospolity,good luck
1590865212102178,4:00:41,14441,Aguilar Rivera María Belén,22 MINUTES!!
1590865212317816,4:00:41,14441,Zlatina Kostova,good luck ❤
1590865212980774,4:00:42,14442,supertiramola,🚀🚀🚀 Space luck
1590865213055221,4:00:42,14442,Sabio Chile,Mexico
1590865213321229,4:00:42,14442,jjaammoo7777,USA!USA!USA!USA!USA!
1590865213552270,4:00:42,14442,kenza fathi,good luck
1590865213983698,4:00:43,14443,Alex Vdo,Can we agree ti
1590865214139820,4:00:43,14443,Saturn F3nix,OI POVO DO BRASIL
1590865214176113,4:00:43,14443,AG Studios,​wow so cool!
1590865214347953,4:00:43,14443,Bruno Ceverino,Ecuador xd q valla bien el despegue
1590865214393223,4:00:43,14443,zorro,слава Украине
1590865214593226,4:00:43,14443,Juan Pablo Ambrosini Cabrera,🚀
1590865214745694,4:00:43,14443,MAEVE DERICK,hello
1590865215004644,4:00:44,14444,Vale VP,Good luck
1590865215061989,4:00:44,14444,fakeinfluencer !!!!!,good luck of all on us
1590865215080399,4:00:44,14444,Oyun Delisi,barış özcana gelin
1590865215134307,4:00:44,14444,Elias Andresen belhaj,Eyyyyyyy
1590865215358243,4:00:44,14444,X stream,:buffering::goodvibes::yt:
1590865215512890,4:00:44,14444,Logan 2025,Go
1590865215651329,4:00:44,14444,Saicowitch06,good luck lucky
1590865215913360,4:00:44,14444,Frank Marshall,Best of luck
1590865215913723,4:00:44,14444,Rtz Ombre Pupett,21h22
1590865216075397,4:00:45,14445,Weirdest Creatures,Sup Bois
1590865216082690,4:00:45,14445,Jessica Faria,omg
1590865216088750,4:00:45,14445,PANDA YT,good luky
1590865216477463,4:00:45,14445,Procinar,Türkiye den geldim
1590865216669235,4:00:46,14446,Pankaj Kurhade,good luck from India:goodvibes:
1590865216856443,4:00:46,14446,Ivan Williams,Hallo julle
1590865216881253,4:00:46,14446,Sergey Zhuravlev,"Good luck from Russia, Kazan. @elonmusk"
1590865217010671,4:00:46,14446,Olivia BB,🐈 💸 flying cats plz
1590865217068337,4:00:46,14446,ZHI XIONG LU,hypeeeeeeee
1590865217098706,4:00:46,14446,Bouteille D'eau,FRENCH>ALL
1590865217396948,4:00:46,14446,Save Earth Save Future,🚨Climate change is Real 🚨
1590865217429230,4:00:47,14447,RoBogdan,ELON THX FOR THIS !!!!!!!!!!
1590865217508749,4:00:47,14447,The Blast Boom,NO HABLÓ TAKA TAKAAAAA
1590865217666523,4:00:47,14447,Jackeline Gonzalez,saludos desde Panama
1590865217689842,4:00:47,14447,Alejandra Méndez,:virtualhug::virtualhug:
1590865217934645,4:00:47,14447,Antoni Ottowicz,good luck
1590865218119252,4:00:47,14447,sanek o_0,когда взлет уже?
1590865218620730,4:00:48,14448,Kevin Michael,BRAZIL + BOLSONARO
1590865218622081,4:00:48,14448,Martin Hoerchner,Bob & Doug Mackenzie are the astronauts?
1590865218722014,4:00:48,14448,Hond@Sw@g97JDM,886K watching
1590865218842304,4:00:48,14448,Sam Sen,@Soosan Parvizi سلام 😎
1590865218860970,4:00:48,14448,JeffãoAdvec,Palmeiras Deca Campeão
1590865218938141,4:00:48,14448,Wouter Hoogland,Good luck from the Netherlands
1590865218973873,4:00:48,14448,ミント味,これ何ですか？
1590865219302716,4:00:48,14448,T B,lets go already
1590865219843141,4:00:49,14449,rstam1ste,Let's Gooooooo! Good luck BOB and Doug!!!!!!!
1590865219935686,4:00:49,14449,Verito,Karina wishes you good luck!!!👍🏻🍀
1590865219949982,4:00:49,14449,ANNA GORZEGNO,Italia
1590865220058984,4:00:49,14449,dracristiane wrobel,good luck
1590865220261198,4:00:49,14449,Koss Llan,Καλλο Ταξίδι
1590865220354997,4:00:49,14449,M R C,Good luck
1590865220602951,4:00:50,14450,Rodrigo Castel,Bolivia presente
1590865222997806,4:00:52,14452,Lynda Malcolm,good luck!
1590865223279147,4:00:52,14452,franklin eden,All the very best
1590865223317701,4:00:52,14452,Petr P,good luck 👌
1590865223789844,4:00:53,14453,Ruslan Pozdeev,русские вы здесь??
1590865224262167,4:00:53,14453,Reyhaneh Hamidavi,good louk
1590865224342666,4:00:53,14453,Dwumper,T- ?
1590865224591987,4:00:53,14453,FREQQLES,"wait, she's 9 years old?"
1590865224652485,4:00:53,14453,Braiden Martens,good luck it has always been my dream to go to space
1590865224727896,4:00:54,14454,Berkay Karamanlargil,How much time
1590865224895769,4:00:54,14454,Money B,:goodvibes::goodvibes::goodvibes:
1590865225025558,4:00:54,14454,Juan Sebastian Castillo Marin,.l.
1590865225390526,4:00:54,14454,Siddhartha Tamma,FLOOR GANG
1590865225463164,4:00:54,14454,silvia giatti,hello
1590865225616181,4:00:54,14454,Hosein Ahmadi,چقدر دیر میگذره پس
1590865226013251,4:00:55,14455,XX_slayerxX 3,nice
1590865226168966,4:00:55,14455,Connor Stuart,NASA
1590865226445522,4:00:55,14455,Narayana sai,hai
1590865226654940,4:00:55,14455,BriPratt1,Ray Pratt - Former Director of the Apollo Program Lunar Module Life Support wish Bob and Doug a safe flight.
1590865226721661,4:00:55,14455,assehi,Best of luck from Denmark 🚀
1590865226875910,4:00:56,14456,Suhas Jadhav,Best of Luck NASA & SPACE X
1590865226864195,4:00:56,14456,victor clarks,how much you wanna bet it's a green screen
1590865227136327,4:00:56,14456,sasan snd,wooooow
1590865227214708,4:00:56,14456,captain kirk,flat earth
1590865227294087,4:00:56,14456,Danie CM,where is located? is it cabo canaveral?
1590865227319197,4:00:56,14456,Manos,MAKE EARTH PROUD
1590865227743945,4:00:56,14456,Dokomo Shinausu,How's going? 🚀
1590865227754334,4:00:57,14457,Pavel Nevolin,@Enterprise 22 минуты
1590865228004405,4:00:57,14457,Steven R Nelson,"My second time watching a launch live on youtube! Watching from Grafenwoehr, DE #launchamerica"
1590865228126346,4:00:57,14457,Alden Phan,❤
1590865228179800,4:00:57,14457,Lee Nettleton,I WOZ ERE !
1590865228255362,4:00:57,14457,Kekoa Ramos,Aloha good luck
1590865228355560,4:00:57,14457,NASA,Are you ready to #LaunchAmerica?
1590865228810519,4:00:58,14458,Harry,:elbowcough::elbowcough::elbowcough:
1590865228943398,4:00:58,14458,Antonio Cano Santamaría,"Estamos viendo el launch desde Málaga (Spain), que todo vaya bien!!!!"
1590865229185698,4:00:58,14458,Joyce Muniz,Brasil:stayhome:
1590865229229621,4:00:58,14458,Charlotte Saada,oui oui oui !
1590865229583584,4:00:58,14458,Alx Leon,at what time???
1590865229830768,4:00:59,14459,DeGoNoXx Oeh siii,Biba xileeeee
1590865229949274,4:00:59,14459,Dodo Surya Pratama Putra,"@NASA, THIS DAY IS MY BIRTHDAY!"
1590865230096001,4:00:59,14459,Eugenio Baena Calvo,Hola felicidades dede Cartsgena colombia
1590865230261307,4:00:59,14459,Ivan Fadeev,ПАРНИ УДАЧИ!
1590865230430950,4:00:59,14459,And savy,fortnite FORTNITE IS THE BEST GAME
1590865230466579,4:00:59,14459,Flora Miki,DÉCOLLAGE 21H22
1590865230659897,4:00:59,14459,Widex Bolang,:yougotthis::yougotthis::yougotthis:
1590865230674398,4:00:59,14459,siliconshaman,I've seen all of the manned launches and this one is in the top 10
1590865230792463,4:01:00,14460,TheFake,yessir
1590865232944726,4:01:01,14461,Taffy Adam,USA
1590865232962964,4:01:01,14461,Ege Tarkan,Who plays fortnite
1590865232976912,4:01:01,14461,̲̅:̲̅:̲̅:̲̅[̲̅ ̲̅]̲̅:̲̅:̲̅:̲̅ Umka,:buffering:
1590865233480014,4:01:01,14461,Ульяна Коломиец,Good luck from Ukraine!!!!!
1590865233505026,4:01:01,14461,Ellie Kofou,best like
1590865233702227,4:01:01,14461,Dynamic Dude,Good luck folks
1590865234115765,4:01:02,14462,Turçin Güneş,They’ll spread the covid to space lol
1590865234429418,4:01:02,14462,Elisangela Freitas Silveira Adv,"Brasil, SC:goodvibes::goodvibes::goodvibes:"
1590865234451771,4:01:02,14462,Joe Jacob,Best of luck
1590865234525231,4:01:02,14462,Matthew Jones,STAR WARS
1590865234665655,4:01:02,14462,Armazi,good luck
1590865234805313,4:01:02,14462,Marina Leon,Omg
1590865234942794,4:01:03,14463,Cmn. Pksy,helo
1590865234943439,4:01:03,14463,Amirtaraj R,How’s r
1590865235048196,4:01:03,14463,Prince Lancelote,Age!
1590865235127819,4:01:03,14463,Sfantu Andrei,good luck from romania
1590865235159588,4:01:03,14463,#TEAMDONCARPAO,Hola Mónica Cespedes
1590865235160962,4:01:03,14463,Mitchell Graff,good luck!
1590865235278523,4:01:03,14463,Plinio Pirata,area 51!
1590865235424630,4:01:03,14463,Hapnation,Jevin Are You Watching?
1590865235567392,4:01:03,14463,Nico,she hasn't seen apollo i guess
1590865236337350,4:01:04,14464,Jovita Gallegos,Good luck from Mexico 🚀🚀
1590865236348327,4:01:04,14464,Karina Almeida,yeah
1590865236373778,4:01:04,14464,Naomi Hill,Best of luck on your mission 🍀
1590865236391240,4:01:04,14464,NeSsy SJ,Var var olmaz mi haha
1590865236513487,4:01:04,14464,Oisin Fortune,how is this aloud during quarintine
1590865236760649,4:01:04,14464,Viperhunter 323,I can’t wait for the launch
1590865237527890,4:01:06,14466,Mohammadjavad Jalalifarahani,۲۰ دقیقه
1590865237650501,4:01:06,14466,Paramanantham A,Good luck
1590865237739874,4:01:07,14467,Robert West,exciting stuff. let's go elon:elbowbump:
1590865237963797,4:01:07,14467,cinthia sevillano,it's so exciting
1590865238069248,4:01:07,14467,Mich Flores,:goodvibes::yt:
1590865238144430,4:01:07,14467,Etsuko Nakamura,Good luck and have a good tour to ISS
1590865238200757,4:01:07,14467,Julio Martorano,V1 Rotate
1590865238281337,4:01:07,14467,Вася Вата,Хэлоу хэлоу
1590865238631179,4:01:07,14467,kieon james,Hi chat and good luck
1590865238891566,4:01:08,14468,Oscar Dominguez,Let’s go U.S.A.
1590865238994894,4:01:08,14468,{Daily•Potato},Last 23 minutes!!!!!
1590865239530181,4:01:08,14468,토끼와라이언,굳 럭
1590865240512772,4:01:09,14469,Gacha alex Wolf afton,hi
1590865240536743,4:01:09,14469,Tom W,HELLLOHELLO HUNGARY!!!
1590865240605484,4:01:09,14469,damian pedreschi,let's do it
1590865240971159,4:01:10,14470,TİBET ARES ÖNDER,Nice
1590865243271977,4:01:11,14471,General. Stuff,i was here
1590865243321481,4:01:12,14472,ANDRES FELIPE USECHE G0MEZ,cancel
1590865243674010,4:01:12,14472,John Stewart,Hello Mill
1590865243687555,4:01:12,14472,Eduardo Paiva,Ok
1590865243763729,4:01:12,14472,Александр Кубинец,22:22
1590865243808816,4:01:12,14472,Sandra Maria Crippa,Good Luck.
1590865243930514,4:01:12,14472,Ram Shukla,GO NASA !
1590865243934919,4:01:12,14472,Laptop Technix Online Digital Services,Good Luck 🚀🚀🚀🚀🚀🚀🚀:washhands::washhands::washhands:
1590865244388203,4:01:13,14473,Steel City Productions,ITS THE FINAL COUNTDOWN!!!
1590865244649599,4:01:13,14473,Silvazin 77,opa
1590865244765103,4:01:13,14473,Daniel viancha baron,no hay 80000 likes
1590865244809051,4:01:13,14473,Irma Toro,🤩
1590865244834359,4:01:13,14473,Gamer Daniel HD,Hello
1590865245157586,4:01:13,14473,白色的黑貓,祝好運 成功發射:elbowcough:
1590865245177029,4:01:15,14475,SlavicMaster,FLOOR GANG
1590865245345919,4:01:15,14475,Wonderweiss 0,es lo mismo que el anterior día xd
1590865245563194,4:01:15,14475,azrie sidik,👊🤘💪🔥
1590865245853162,4:01:16,14476,Evan Giang,❤
1590865246071552,4:01:16,14476,Soy Mija,siii
1590865246346765,4:01:16,14476,Diego Accari,i believe in a trip to Kepler 186 the sonnest
1590865246440978,4:01:16,14476,Aman Anoop,so many people
1590865246676302,4:01:16,14476,Ucsus68,hi from Ukraine
1590865246730316,4:01:16,14476,Phil M,HTOWN tuning in
1590865247059208,4:01:17,14477,Trizze,YES @NASA IM READY!!!!!!!!!!!!
1590865247091141,4:01:17,14477,Can Kara,olmazmii var varr Türkiyeeeee
1590865247094320,4:01:17,14477,kuka Gonsawa,alguien explica por que demoran tanto ?
1590865247158512,4:01:17,14477,Tibbs Allotment,Good luck from the UK
1590865247288030,4:01:17,14477,Фарид,героям слава
1590865247683887,4:01:17,14477,luna uwu,FALTAN 22 MINUTOS
1590865247884857,4:01:18,14478,Najek,X Æ A-Xii GO!!!!
1590865247888442,4:01:18,14478,Nattalie Coelho,Should postpone to 2021
1590865248034723,4:01:18,14478,s marie,yes!!!!
1590865248109540,4:01:18,14478,rara ruru,ЛЕСНОЙ ДОМИК
1590865248365896,4:01:18,14478,あᎠᎥᏞᏞᎾᏁ,22mins🔥🔥🔥🔥
1590865248942157,4:01:19,14479,Nekro,pozdro od ewrona
1590865248975161,4:01:19,14479,Zelika Ardira,Twitter bikin emosi
1590865249025868,4:01:19,14479,MPenzlin,good luck
1590865249456848,4:01:19,14479,Dirty Girl,Viel Glück🤩
1590865249474272,4:01:19,14479,E P Somnath Revolution,good luck to NASA and spacex from India
1590865249677034,4:01:19,14479,Tasnim Reduan,from bd anyone?
1590865249696655,4:01:19,14479,Demetrio Mora,YES!
1590865249873874,4:01:20,14480,Maycon Ribeiro,Amazin
1590865249964674,4:01:20,14480,Manuelito Games,Goooooo goooo goooo
1590865250072706,4:01:20,14480,Nain Déniant,GODSPEED
