author,author_id,badges,message,time_in_seconds,time_text,timestamp,video_offset_time_msec
lemonade man,UCw0zgODF45LCSB_k4JTYM8A,,YES YES YES,46,0:46,1597516968085838,46674
Piotr Wiśniewski,UCIsanlO9OF-ORqIp5pRSlww,,TECHNO IS LIVE YES,46,0:46,1597516968205911,46794
Wardoxy,UCM8sT8Gw5DVkd3UU6F1wjzQ,,So many stans world can't handle this,47,0:47,1597516968421302,47010
NonstopKeanu,UC3yjKNM2GqRoxRWXTiWkl1Q,,LATE,47,0:47,1597516968558126,47146
Scarlet Cript,UCJbgIuyIwCPp6E0KB0Y7_JA,,POG,47,0:47,1597516968629596,47218
Scimitar,UCvKF5yKvYSSMQqNG_XVC-7g,,❤BLOOD FOR THE BLOOD GOD❤,47,0:47,1597516968721747,47310
ナオNaotozo,UCw4aZL-j8gJm9pcGEGGNiWg,,TECHNODREAM STREAMMM,47,0:47,1597516968805094,47393
lucashasnoidea,UCD9nNVlNuNqJ-TZEB-Wzmyg,,POGGG,47,0:47,1597516968829777,47418
Dmitri the Grape,UC_1q-N4dDdI8XFwLnFI5iVA,,WOWZA,47,0:47,1597516969075639,47664
Open Space,UCaBDWklw5quL5ozu3oq0qow,Member (7 months),LATEW,47,0:47,1597516969257139,47845
Spayce,UCE6wa5ov8yLE7wvTWQkR8mQ,,yoooo,47,0:47,1597516969321834,47910
Jackson Lindsay,UC1sbemYsYgxx48tY89XxH2w,,Dream team?,48,0:48,1597516969628951,48201
David Carton,UCL6FmzbvbLqgYXFHtewMP5w,,yes,48,0:48,1597516969785957,48358
Amelia Johnston,UCRqb-C-BgfftTdHapniZX2g,,Aye techno!,48,0:48,1597516969929912,48501
Optimal Unknown,UCc_Tdr9Hg_YC4LKT1AWgnjg,,TEEEECHNOBLAAAAAADEEEEE,48,0:48,1597516970020533,48592
Pooky Tobias,UCZPDEosKcmT4cCccj_yfqZQ,,what the,48,0:48,1597516970335161,48907
ABlockOfCoal,UCm8wPCo88DAburuoNOT2iJA,,Late,49,0:49,1597516970473288,49045
Mikexeon Mobile,UCqQ8mx0KZotkQPKOupRWacQ,,late,49,0:49,1597516970549430,49121
Alejandro Hernandez,UCsJJ1S0e-irFBo4dj2jlVcQ,,E,49,0:49,1597516970658035,49230
MangoMania,UCqZNXMYaJ23nOXpjLQn4OdQ,,LATE,49,0:49,1597516970835964,49408
White Tiger,UCw1bj3GPhzd0Ye1zFPJtftg,,Late,49,0:49,1597516970843963,49416
Tyson Vo,UCgLgVgnHSa5Ob-hUMblhJtA,,Pog,49,0:49,1597516970938356,49510
mat the norwegian bored boy,UCnrB-GI3_A6PqD8exbqwTAg,,SUPPORT,49,0:49,1597516971009469,49581
Sofus Rudaa,UCeFqaUYaJlOLO1NdArkUEsQ,,BLOOD FOR THE BLOOD GOOD,49,0:49,1597516971063324,49635
spacemilk,UC0NCEjIuE9tCctkaIEqN8rA,,AYYYYY,49,0:49,1597516971080909,49652
ThePugOverLord,UCUY2l6sRghBy7s9QoU-FUXQ,,Late,49,0:49,1597516971170295,49742
sarah y.,UC5C4DD7NsUD8t-fRt0LWvzg,,HELLOOOOOOOOO,49,0:49,1597516971234244,49806
Niemeand,UCwY8M-7ERIMWnMX9HH-OG6g,,die tecno die,49,0:49,1597516971248880,49820
Chopkeys,UCzsqP5C2cYMOcjecg5DeduA,,ITS EARLY POG,49,0:49,1597516971257094,49829
num472 productions,UCqzqnyeAaPeA_9Mxls2rhKg,,LATE,49,0:49,1597516971280674,49852
Carson Child,UCCKIuu50RUeYHyurbGOnhKw,,late,50,0:50,1597516971480437,50052
Brigid,UCAj_k-nbo_V4oFufw-l01hw,,AYYYYY,50,0:50,1597516971529126,50101
Arrow_ W,UCTOBlb55TYHL-_jXf5MvWmg,,❤TECHNO SUPPORT ❤,50,0:50,1597516971619146,50224
Ulrik Bilkenroth,UCiD8BPYcXDktpo53pHRUb4w,,💚dream team💚,50,0:50,1597516971655705,50261
CrackerWhacker,UCRN2ciA4MEM6U793FOwfmzw,,latr,50,0:50,1597516971747592,50352
Heck,UC9biwD2iR3oMppVznC8oYJw,,TECHNOBLADE I LOVE YOOOUUUUU,50,0:50,1597516971755637,50361
frw0zrn,UCkjJFWX3lCpW4xrpci_4DBQ,,yooo,50,0:50,1597516972184809,50790
Bėbras,UCqNnGqQ0XfZ-x4w3CuZ4yMQ,,late,50,0:50,1597516972291969,50897
keith Mahatamachai,UCM9xchhJ4MY2Gj1Eo0zaJZw,,Late,50,0:50,1597516972376439,50981
Bente W.,UCi6BPNQ-IMKzVwgi8uBYykQ,,Late,51,0:51,1597516972398207,51003
Once Twice,UCbQ0VxvH9_dJi2AyOl_mw4g,,late,51,0:51,1597516972454609,51059
UmjiWillGrow WithBeef,UCbawMWX7oB8j5b6WO3ancBg,,LATE,51,0:51,1597516972649206,51254
kacper SZMAL,UCYROCHXgQYoqYpD2yQLo-nw,,lol,51,0:51,1597516972710367,51315
Ender Chicken228,UCSlYbJquUqRtBMmfuQIOPNA,,Late!,51,0:51,1597516972866098,51471
frick central,UCKvIZ4oA58URdRVwYFj-l7g,,LATE,51,0:51,1597516972885903,51491
Life as JayRL,UCYksXq2GhAfZUKWwjJCyXdw,,Pog,51,0:51,1597516972934527,51539
LaurasEdward Taylor,UCee7jaejHXwDjgoCmYAMosg,,Late,51,0:51,1597516972952718,51558
xsilverr,UCYjjfmn4RdjSNRiNX-xy0OQ,,ez,51,0:51,1597516973120529,51725
Carter Hanson,UCShrDikGrixULy6v-Tcxt8A,,hello,51,0:51,1597516973337284,51942
Thejuicest Bacon,UCFlHyMa4hzfaJcNqb7d9GcA,,Late,51,0:51,1597516973362281,51967
Zach,UCHgR9NRlVFutkLSfv-olGQA,,Late,52,0:52,1597516973398209,52003
MashdTomato,UCDsJ2OkUn2xzkMGqvAqXOQQ,,Techno pog,52,0:52,1597516973422290,52027
G G,UCHBkqgPhUZaCL5aV2n0hbHA,,late,52,0:52,1597516973488520,52093
Bruh moment Am I right?,UC9S9g9jpR-yqqqEbJz5bssg,,Late,52,0:52,1597516973491156,52096
Alex Radgaming,UCdCb0JJ6_-CbK_T14VqiftA,,Late,52,0:52,1597516973583308,52188
MR.A1RSTAR,UC_7VeP6nMRR5ZadlI5XluEA,,pog,52,0:52,1597516973610753,52216
pandaretor,UCtt05YHUOpgOZoMRmp2Bs8g,,earlly,52,0:52,1597516973932226,52566
D0ggo,UCCd_Q5sUVMjSJbZxke3pL_Q,,Late,52,0:52,1597516973971636,52606
Loomsy Nimo,UCAh48RYU5MCqbx9vPpZDFPQ,,:elbowcough:,52,0:52,1597516974032211,52666
GoCrafterGo,UCiMj0KozwV25axv5y-z3fyw,,late,52,0:52,1597516974286858,52921
Elizabeth L,UCtOZQMHRyHiOTznqUq_wk1Q,,LATE,53,0:53,1597516974456030,53090
codenameMILK,UC3UG-Qy7AzYU_SZvHH9UTPg,,Ooooh dreeeeaaaam,53,0:53,1597516974487503,53122
DragoLonk,UCvyO2c4-eGGy9lxRkcFyQAA,,Pog,53,0:53,1597516974634351,53268
pig1111q,UCutywXRhoe9QPtZrH0I2IVg,,tecno,53,0:53,1597516974683292,53317
RURF,UCa91wyK-HjP87LGO7vurVFQ,,early,53,0:53,1597516974698528,53333
Ashley Solis-Garcia,UCwjgtJDdSFe2hxV4yqR2YLA,,LETS GO,53,0:53,1597516974812942,53447
Isaiah Garcia,UCJZ8w9CvPrH9jxH1ufehDsw,,POG CHAMPS,53,0:53,1597516974850362,53484
fatamo,UCESr4zDNuKFBblTL4jwYM1A,,LATE,53,0:53,1597516974905485,53540
Furinick,UC6XnsO0MAxpyYVXCz8ilVTA,,EARLY STREEEEEEEEEEEEEEEEEEEEEEEEEEEAM,53,0:53,1597516975079707,53714
Hugo Hoekstra,UCVC6GnI8yBqHtWOAddoFtYg,,late,53,0:53,1597516975133193,53767
Xatus,UCdSPzGfHJ-Oo27ofHnftA9w,,Late,53,0:53,1597516975143376,53777
Railgun-,UCGTKwZZIaEhPNV5y1i2HRVA,,LATE,53,0:53,1597516975151245,53785
Talan Pearson,UCpxFCV1G_dwAKJz7sLqR0Pg,,LATE,53,0:53,1597516975280776,53915
Skawn2,UC5yR1ACdKx8sHp-O-LyWI-Q,,hello,53,0:53,1597516975341676,53976
Mutarbo,UCfe5gxnI7fhrWenEfDHBX7A,,EARLY,54,0:54,1597516975635165,54269
Blazeplayz god,UC5Ch5x429E8sMHJ6l3FAtVQ,,YO,54,0:54,1597516975785286,54414
InfernoManPlayz,UCwmrWf46N2jCzrsrhqA4_qQ,,hallo,54,0:54,1597516975857506,54486
Jus_Fire,UCed_EnAXCk3t1blhYG0Xu1g,,early,54,0:54,1597516975885164,54514
Nathaniel Flynn,UC_CDzIXYrAdMWUvhDMawMBg,,early,54,0:54,1597516975921314,54550
Wouter de Bruin,UCP9iGzQTXgMVVeHcH_3OZzg,,Early,54,0:54,1597516976086962,54715
Leland Carpenter,UCalOoZdxXL0vSzVi5npeN9w,,early,54,0:54,1597516976089969,54718
Chris Kyle,UCjurPolMRBPl9itq-DExbQw,,Late,54,0:54,1597516976164793,54793
HentaiAddict,UCdMJz3zTlFcfQu8b0go53Pg,,late,55,0:55,1597516976394118,55022
Jett Pennington,UCk9Cb0BBL83vOIAxj3qK0CA,,LATE!,55,0:55,1597516976414435,55043
soggy splatoon,UC7IajRZfzUO1BBs5xtUMNIg,,early?,55,0:55,1597516976812969,55441
NullBlade,UCsBIEsXEG5k3PNRwBRxAX7Q,,late,55,0:55,1597516976946590,55575
Silxnce0,UCxyE6HkKwTC9aHMD5GKc1Qg,,late,55,0:55,1597516977105868,55734
Nathan Knudson 2025,UCuyhWgp07azseYL-WSMfwtQ,,EARLY,55,0:55,1597516977365340,55994
Carl Kellen,UClCm_c_hySHpJGVL1Qznulg,,Techno,56,0:56,1597516977378080,56006
PoltixeTheDerg,UCLxJvxhUooURrVqn80vPFvQ,,LATE,56,0:56,1597516977513734,56142
Power Clan,UCsVP8ngtz7Qj3UHHgfbN5JA,,THANK U,56,0:56,1597516977743638,56354
ilikemeself,UC6-r9yMhcLYehYiYb9_MWWw,,Deea,56,0:56,1597516977754515,56365
Dean Koutouras,UCUgcazacdAAnB5lk-KkoHvA,,Late,56,0:56,1597516977871670,56482
spicycow,UCEyczlPaIFBmqAxwtNqWMgQ,,technoblade!!!,56,0:56,1597516977904922,56516
AMachine44,UCL8WuSB_rKr3HCqe_EtToYw,,EARLY,56,0:56,1597516978095833,56707
EC Gaming,UCxDtlSISlIrxU6ueYbLt0_w,,EARLY,56,0:56,1597516978191445,56802
the gamer cup,UCg1xKlMtphfIIequGkTNLCw,,yes finally,56,0:56,1597516978351027,56962
DALBlackRose,UC4CM7WPb9J9gkppw7C_e45Q,,Drechno,57,0:57,1597516978568693,57179
Norwich Are the best,UCIViBdw0zAE1uEUZrl7G-2Q,,LATE,57,0:57,1597516978726805,57338
vg v2,UCuDWzrbjk2w-86VB-9rmjMw,,yea this is early,57,0:57,1597516978882865,57494
Henry Weinerth,UCcqqh3s9BcYdRwtpUSvdXaw,,Texhni,57,0:57,1597516978948962,57560
Ingrid Vance,UC-cJkabfD1BxK5f3p389eZg,,EARLY,57,0:57,1597516978978795,57590
JoeTheHobo69,UC2a-Whi7M9O92omw5hoDzCQ,,late,57,0:57,1597516979102992,57714
Caitlyn Kaye,UCHS3keurbRBXiW6mX2-oRfw,,LATE,57,0:57,1597516979167966,57779
TentacleBoi,UCK2uaWOT0lYjuRADllAm4Ag,,EARLY EARLY EARLY EARLY,57,0:57,1597516979373299,57984
TTrollkoo 1157,UCZtu4v4rfpY5COTAg3sTXvQ,,Spam late,58,0:58,1597516979476707,58087
Tirimor Greyshield,UCUDsdGq4Q7E7W0mNJ5GYXhA,,This is going to be a bloodbath.,58,0:58,1597516979796511,58333
Mr_Dirt,UCPPoXehZNehCItwQmSr1iHw,,LATE,58,0:58,1597516980114959,58652
Evan Joyal,UCRLypPQ0LBQjfhsFeo5Y8vQ,,I was just watching tommy Innit techno blade get blood for the blood god,58,0:58,1597516980196880,58734
Secretive,UCaz7iRoeoXNbq7bmzFhp3_w,,Heyyyyy,58,0:58,1597516980246177,58783
Noah MC,UChE1BtQEoKXuR7mwTOrELqA,,❤TECHNO SUPPORT❤,59,0:59,1597516980632421,59169
DacianEmpire,UCtP4-dWHp4qfLMvdtwbAbsQ,,TECHNOOO PLEAAE NOTICE MEEEEEEEEEEEEEEEE,59,0:59,1597516980774983,59312
"Hi, it’s Zane",UCi9EZ23xV0VrvMNf-u0aHOg,,LATE,59,0:59,1597516981039408,59576
DD767,UCmjme_x50slMZn6cy33Mmcg,,Late,59,0:59,1597516981041743,59579
Hacker Killer,UCMhPLUSdnQyX5d368D61RxQ,,LATE,59,0:59,1597516981070746,59608
Mondrigitomark Mondrigito,UCJvp5iMSjk9iciBYnJNtNOQ,,late,59,0:59,1597516981192226,59729
Rica Mae Cruz,UCMFMizgJa943zfTGummaJgg,,LATE,59,0:59,1597516981214861,59752
Bo Bo,UCCvwY2SCZKReaK65BuDFnoA,,Yesssssyes,59,0:59,1597516981220616,59757
Fox trot,UC1YNyF8PbGjxe5d7yUfx3NA,,EARLY,60,1:00,1597516981606036,60143
Mushui Zhu,UCMvVBswt7yM4R18FJ9GeYFg,,late,60,1:00,1597516981703093,60240
Big Boy,UCFgLdMqzom3RwbUfAE_YAOw,,Early,60,1:00,1597516981927108,60545
Just Chilling,UCY7YQqD0wuMIgVSVqdK6tHA,,POG,60,1:00,1597516982002806,60620
Fred Hutchings,UCfhneD4h2v231hWEyQ4DpXA,,late,60,1:00,1597516982017080,60635
Siempre Fi JRE,UC5VoPOoH7AvhG0Jd7uGUMLA,,we just jumped+ 5000,60,1:00,1597516982078683,60696
keith Mahatamachai,UCM9xchhJ4MY2Gj1Eo0zaJZw,,Late,60,1:00,1597516982150059,60768
KiwiCat Nation,UCVxDA8fdhsh9YaD7Eya3LgA,,21k already????,60,1:00,1597516982367592,60985
Amyk223,UC1YUaUMwptVqCTSgQZzjYZw,,LATE,60,1:00,1597516982380826,60998
Pikachu Chicken,UCGQoAoZoyJO74pZu9XhoI7A,,OMGGGG POGGERS IN THE CHT BOISSS,61,1:01,1597516982581428,61199
Colin Popcorn,UCZ_02Z_BSGLSrwq5E1PFrkQ,,Dream team,61,1:01,1597516982587718,61205
Acoustic Trident,UCU3gvDKo8a_aleIo4q25-oA,New member,late,61,1:01,1597516982671598,61289
Hawaiian Ping,UCU5mrX0ecN1F9q3x3QjC-uA,,SPAM EARLY,61,1:01,1597516982830962,61448
jack raines,UC6wEoNyNFVQsvpLcpBd7sEg,,Late,61,1:01,1597516982834202,61452
Leycree,UCxSjY3bqh84-Q3bWoO0owkA,,EARLY 😡,61,1:01,1597516982881835,61499
thedog man,UCbtsWnwo8lTue68lOC3qUNQ,,LATE,61,1:01,1597516983000705,61618
Kate Walker,UC-FnRsBDi0RhItHDwXqNLqQ,Member (10 months),Late,61,1:01,1597516983316878,61934
Blu Blu,UCKWjOlGZSmKtk5VyVtQlcOQ,,Early,62,1:02,1597516983406330,62024
R,UCTIRo4qf9M1rqPwer_LrFeA,,dreamblade,62,1:02,1597516983825892,62462
Antking5007,UCwDWRfKilLmaysRXBhhKLIA,,Wut,62,1:02,1597516983907071,62543
1WithTheDragon,UC3xKdD3_HG-6_32jgCcygcQ,,LATE,62,1:02,1597516984004483,62641
Fridge Man,UCAf7fG516GBJOzWoWxjtoOQ,,late,62,1:02,1597516984237931,62874
photo.,UCNWPU30Aj5FqO2WI4OBhZ7A,,LATE,62,1:02,1597516984335460,62972
Yetus Metus,UCbcKqgnPM3g2XjU7YW9E3_Q,,Late,63,1:03,1597516984363706,63000
SirDannerz,UC4TU7NfKqPIO2YRjAqHJYlw,,late,63,1:03,1597516984514170,63150
NameOfDisplay,UCXyWrfyei8wonNJ4UllWaXA,,EARLY!,63,1:03,1597516984668964,63305
Ricky Drew,UCYJh5jVPYjUOAc7jbimdZWg,,Late,63,1:03,1597516985121783,63758
stewylove,UCeGQwMbiXkPnbQNeTB5QO0g,,late,63,1:03,1597516985349487,63986
Tony Banan,UCOaXjGo5AJscnodwUYd5lWQ,,early,64,1:04,1597516985382594,64019
Nathan Pendergrast,UCDVKbjEuoz2zUjCBfzai7Bw,,LAAAATE,64,1:04,1597516985456199,64092
Sper cy,UCXXXWutjCliPBBc2UqFDuhg,,late,64,1:04,1597516985480370,64117
fantakilla 1,UCaH4G94LIL1vNo1As6ZCFFg,,​❤️ TECHNOSUPPORT❤️,64,1:04,1597516985800782,64437
Heck,UC9biwD2iR3oMppVznC8oYJw,,I LOVE YOU TECHNOBLADEEE I LOVEEE YOUU,64,1:04,1597516985836693,64494
Dom the Bomb,UCxseen4X_YkWftRvoCMD1CA,,Earrllyyyy,64,1:04,1597516985984770,64642
Rodrigo Dornelles,UCFmSJ52LBVWGLoF1DgMHDGQ,,late,64,1:04,1597516986315096,64973
nick huynh,UC-os_AnZ9hWZmxdP7EUKdpg,,Late,65,1:05,1597516986360742,65018
Ninjapilot10,UCmWTP1FZiwvUydri4spxHXQ,,LATE,65,1:05,1597516986429757,65087
Wiro,UCk-URBudC0jKtvIGP8CESUQ,,️ TECHNO SUPPORT❤💚️ DREAM BIG💚,65,1:05,1597516986603773,65261
Spud Matix,UCoysyv6RnxU1Zi3boS6lqWg,,shoosh,65,1:05,1597516986684475,65342
Diih,UCmVJv-N2Qa3v5mn5iF-iEwA,,Sup techno,65,1:05,1597516986746892,65404
"100,000 subscribers with no Vids",UCBrPk-pLye78X_wtkJtKzkA,,Late,65,1:05,1597516986842537,65500
Samuel Fuller,UCdEWbWOML_Lj9Oxt_Lq_4kA,,LATE,65,1:05,1597516986905716,65563
Adler Goehring,UCurSby4KfaAJX-VpzVzZXFA,,Early,65,1:05,1597516987013236,65671
CBYRD,UCkxMCwWdx2i5KoqmRjUX7SQ,,LATE,65,1:05,1597516987021613,65679
Cheesbjrger,UCCKSIlwo_uT4sD3dXbfDs9g,,WITH DREAM OMGGG,65,1:05,1597516987025555,65683
Acid_Trap21,UCWt1KucgwD-MqkyfzXz_-Ig,,EARLY,65,1:05,1597516987094485,65752
Greek,UCaLFNEKBB671imvFmYKtFxA,,Late,65,1:05,1597516987284522,65942
Mr Nobody,UCBN7dry8VPyTiK6GlW2UosA,,Hi,66,1:06,1597516987488086,66146
Daniel LOPEZ,UCe00-Gs8Xp0GQ1o4mKOG7Mg,,Less gooo,66,1:06,1597516987512100,66170
Deni Mozh,UCiOldWjFYZYVrc4Qxo9ZnyQ,,EARLY,66,1:06,1597516987665153,66323
cantankerous,UCwl1bQPIZSFVSwYQ4nQsOoA,,POG,66,1:06,1597516987908848,66598
Jake The Reaper,UC1UtkTXHotr_fI1xDakpdCA,,LATE,66,1:06,1597516987923054,66612
Mason Hong,UC22fblozLVN-CBtZ5jJpPDg,,late,66,1:06,1597516987956631,66646
The Yeetanator,UC1RpsEknCAx42yWArhox97g,,Late,66,1:06,1597516988246689,66936
Cakesismyjam 321,UCo_vuBUpT88zZh6N1B7UWLg,,Mr Beast challenge,67,1:07,1597516988351080,67040
Karique Miller,UCXtBOyZDFs-8sLKBbWQsL7g,,late,67,1:07,1597516988360115,67049
dyslike B0t,UCWtvbh5uMBkUxqxuywTmFhw,,EYYYYYYYYYYYYYY TECHNO,67,1:07,1597516988536116,67225
William Varda,UC7ptBLQaEzSGpVlNUfTBQsA,,LATE,67,1:07,1597516988901835,67591
The Seal,UCQDv2YTaSG5TYJJzQUS0OTQ,,Late,67,1:07,1597516988978164,67667
Funnygirls CZ,UCQ5iecio2GXSwCbEf39KKAg,,LATEEE,68,1:08,1597516989507117,68196
Bobfishguy,UCG6DkEmDi2QDDDmGWWAQAyg,,winners pov?,68,1:08,1597516989724415,68414
Harry Taylor,UCoENCKvKG42O_pivT2gg7Bw,,late,68,1:08,1597516989845997,68535
El Niño,UCxMFuIsUf_SAVgU7WMVt3_Q,,Late,68,1:08,1597516990034047,68685
Something Something,UCSpkpo5E83nkWueV9D4I9VQ,,Early,68,1:08,1597516990107704,68759
Valguth Csongor,UCfVkwRjGnHor70hYLos4L7g,,early,68,1:08,1597516990131183,68782
Y tho,UCdczoXd1xKVYmEZklAh2qdQ,,LMAOOO,69,1:09,1597516990392682,69044
SonOfLostkin,UCx8sWOW0x5rSp2ln0nN--Hg,,POG,69,1:09,1597516990452382,69104
Yessurr,UC9m6phbQD87omUVCmRGAL2g,,dreamblade!!!!,69,1:09,1597516990515948,69167
Minecraft Person,UCL5HKjbzRvXrkI8vNdkS7hA,,EARLY,69,1:09,1597516990530558,69182
Freaking Genius,UCUzZhM0b24GQn4V8Ml8TRLg,,💞💞💞💞,69,1:09,1597516990593451,69245
Fred Hutchings,UCfhneD4h2v231hWEyQ4DpXA,,late,69,1:09,1597516990621453,69273
entity x,UCvTA11SNsD7rlci4cIi0Iyw,,late,69,1:09,1597516990761571,69413
Krantzy,UCSL-Is5M0Oiky3RPSm-Kg1g,,late,69,1:09,1597516991220685,69872
Wolfie4994,UCrF9j3Cc9vJ1drKU1BpvG-Q,,Late,69,1:09,1597516991259712,69911
T.K.A. Animations,UCVXJjKG3gp9pQpfFSImw_CQ,,LATE,69,1:09,1597516991344887,69996
thesmellybanana 50,UCj3JhxXkr7LsryBe69qhx9g,,Early,70,1:10,1597516991685543,70337
Gabe Animates,UCQJQRSSP5L1FFpz7mD450og,,henlo this is my first stream,70,1:10,1597516991747285,70398
Orenvig,UCG6GPpxFizl7p_HTr96eo4w,,TECHNO AND DREAM OMG THEY WILL DESTROY EVERYONE,70,1:10,1597516991901207,70522
Emilio Chavez,UC0mFr_47FrpfVBxX_6YWCIg,,LATE,70,1:10,1597516991884866,70536
Mole Gang,UC-DLTGuX98vG8VTdIMzoFUg,,LATE,70,1:10,1597516991926379,70547
Sasnakk,UCr6Xc1AnK7_dsc70NdvI06Q,,LATE,70,1:10,1597516992093396,70714
Aeneas Schofield,UCMUnJu6Nn6JrGQvvkHf80sQ,,late,70,1:10,1597516992297815,70919
The C.I.A,UC25sws_kTh8ZmQBiGIGUM8w,,we can't hear you,70,1:10,1597516992365905,70987
BleachyVibx,UCTllhEqkFE_hSigzxIuykzg,,gday to you all,71,1:11,1597516992484929,71106
Anomaly,UCt0gQhfFeIZylSburoHRXvQ,,late,71,1:11,1597516992499101,71120
Aksu15,UCchJe98ZEv7Y-3kRvGP1cjA,,THE DREAM TEAM POGGERS,71,1:11,1597516992525997,71147
Shadow,UClnydCVS7e5wES3NBcbzrOw,,papap,71,1:11,1597516992567164,71188
Robot,UCHEGkT4YiEUJXbiTDS7DsaA,,I like bacon,71,1:11,1597516992755858,71377
Murmel Grumpf,UClhAq7pVmgCM7KVdHhgwkNw,,Late,71,1:11,1597516993226836,71848
CommanderXander,UCJf5PC_rQsiA0bv6LbIE5vQ,,pog squad!,71,1:11,1597516993239150,71860
strawberry smint guy,UCxObbAVIz12Ul_NFY_EN85Q,,first,71,1:11,1597516993275888,71897
Sean Reyes,UCNOHuvSpKWfP84V4nBr_nlw,,late,71,1:11,1597516993347610,71969
Joan Piñol,UC5ZFNlUt8fO0X-Smb4kGf4A,,LATE,72,1:12,1597516993528938,72150
inVince-ible,UCqEddcyaUI0TUelQK_ro5SQ,,latte,72,1:12,1597516993681517,72303
GoLd D RiCe,UCwfVzeLEBcV6C5obHDUcJ-w,,early,72,1:12,1597516993753437,72375
Mistake Child,UC4aiUQ3CJ8kqTO4wwqGe7Cw,,Late,72,1:12,1597516993942815,72597
Hotdog Shober,UC-Gkwhe6g49BgMX1VxUHyHQ,,HE’S TOO EARLY,72,1:12,1597516994077229,72732
Zenon64,UCnd38x_LU-Ba2Ys3KdhiWNg,,LATE,72,1:12,1597516994139311,72794
Alex Esquibel,UCfX3EEhnzc7U-KVR9DY6N1A,,Early,72,1:12,1597516994156284,72811
Quentry,UC5C0TG6muVHDikwq7xiXy3w,,late,72,1:12,1597516994156850,72811
Patricia Anne,UCYouKtYZYwiPfpwmX9LJ6CA,,MY HEART SKIPPED A BEAT WAIT,72,1:12,1597516994219248,72874
Samuel Combs,UCoAu4a5YALwj_tHsrk4sffQ,,LATE,72,1:12,1597516994273541,72928
Hayden Ainslie,UCZflM1b6ciPqjjXb5svfzBQ,,dream and techno on one team how is that fair lol scuffed,73,1:13,1597516994397280,73052
Puppet .w.,UCfKEhJ6xXdZk6Tf1z1_S97Q,,TECHOOOO,73,1:13,1597516995216122,73871
Brenon Hanson,UCPJFnUcOqE1o8GnugNGtq9w,,EARLY,74,1:14,1597516995368244,74023
Maria Chiara,UC4zv_YNJ-8TCSar4nA5N-8w,,Late,74,1:14,1597516995462292,74117
LordHeadAss,UCGLHwN3fCUvLwP5D1EWmS1A,,💚DREAMTECHNO❤,74,1:14,1597516995462768,74117
seinquant,UC6kxuIy2ix2GNaxpGf64F7Q,,BLOOD FOR THE BLOOD GODS,74,1:14,1597516995495657,74150
Targo Ring,UCkovBQHHD8LvBEJFXq7GNww,,LATE LATE LATE,74,1:14,1597516995605993,74260
Antony,UCj9tZblFG3w-QNKyh4VqGrQ,,late,74,1:14,1597516995808233,74463
CalV1N,UCAh8tz3TSNCZ-lomEEFXRig,,LATE,74,1:14,1597516995832860,74487
Ryan Mui,UCIBURtP6Cs8lmBce59WCnyA,,yaaaaaaasssss,74,1:14,1597516995918399,74573
odin haugsbø,UCW0dnYf3LOEZqTPjZxjpd0g,,early,74,1:14,1597516996113092,74747
CherryBerry Studios,UCf2WjvdAYJ_w8qva6B54-3Q,,oooooooooooooo,74,1:14,1597516996249019,74883
_Frick_ Head_,UCRE1ZVkKo5pLLv842k9HFEg,,BABABOEY,75,1:15,1597516996447726,75082
Tanmay Joshi,UCESrv5tdrJf1wyAFtOp2fNg,,@The Happy Turtle truw,75,1:15,1597516996833675,75468
Jacob Luke Denosta,UCYig5EIBnvRqgQUWbtQnURA,,thecno the pig,75,1:15,1597516997214356,75849
Goldfinger,UCpWUOSWwuf3oZCwJa6anq5g,,LATE LATE LATE,75,1:15,1597516997287350,75922
Coler 7655,UCwyvCjUXIPJl_IdrC9tzPfQ,,Blood for blood god,75,1:15,1597516997334523,75969
Atahan Sever,UCH_QyX6kVoh3-ChCXgweArA,,late,75,1:15,1597516997349520,75984
*angry duck noises*,UChxwF8ElgK1VJ4XtXLJX5JQ,,EARLY,76,1:16,1597516997515075,76149
V_Low Key,UCpP_AEQJAtt8WsHqFfFlTyA,,❤ TECHNODREAM SUPPORT 💚,76,1:16,1597516997808279,76443
u made god angry,UCF1vInSgI6q5_bkC9IHY8zg,,Hi Techno,76,1:16,1597516997884819,76519
RyderMac101,UCaUC60ebCgNDeUQycwoFH2A,,Late,76,1:16,1597516997943820,76578
Alexander Salling Røber,UCww77qExHO0QHeEsZW8hVcQ,,Late,76,1:16,1597516997994303,76629
Alex 3478 Vase,UC-K7IS0Jatz15Oy7Rc9qOnQ,,Late,76,1:16,1597516998230822,76889
Eoif,UC4BSWhg0WcPHc9Rx0xHg-OQ,,LATE,76,1:16,1597516998240691,76899
Tweemite,UCachSXXqLcEzAr-Twd94wNQ,,sup techno,76,1:16,1597516998340316,76998
JMOBES THE YEETER,UCbjuU2zFq5SMwkR4hyo8pZw,,LATE,77,1:17,1597516998361614,77019
Benjamin Gill,UCPZzbpRm7KiLAnr6QYOX-PQ,,Late,77,1:17,1597516998584111,77242
azxlu,UCsMzeIJGlEEak-IDFGUQdXw,,Late,77,1:17,1597516998680751,77339
T.K.A. Animations,UCVXJjKG3gp9pQpfFSImw_CQ,,LATE,77,1:17,1597516998812238,77470
Shadowguy128,UCGG0yDGm05l0fn4hUNPD8lA,,YEEEEE HELLO TECHNO,77,1:17,1597516999066958,77725
