timestamp,author,time_in_seconds,message,time_text,badges,video_offset_time_msec,author_id
1597882693402245,CPT Sprinx,1597882693,:washhands:,"443,856:18:13",New member,1597882693402,UC2FO3wIQDxgjJzFMKOMsxYA
1597882693466158,PHILMSTOCK,1597882693,Fini,"443,856:18:13",New member,1597882693466,UCrPaTQO2eqJDrwvdrGetfsQ
1597882693554891,OakClif,1597882693,f,"443,856:18:13",New member,1597882693554,UC3lWSv1ng1z3bndGyuu31CA
1597882694570675,CPT Sprinx,1597882694,:washhands:,"443,856:18:14",New member,1597882694570,UC2FO3wIQDxgjJzFMKOMsxYA
1597882694726642,boxxanon,1597882694,F,"443,856:18:14",New member,1597882694726,UCdMZ7EQY-FYYDxPjM6X88Xg
1597882694950443,Four hundredtwenty_,1597882694,f,"443,856:18:14",New member,1597882694950,UCWHKNE2AialdmOthnZLSnsw
1597882695053823,CPT Sprinx,1597882695,:washhands:,"443,856:18:15",New member,1597882695053,UC2FO3wIQDxgjJzFMKOMsxYA
1597882695213957,Onion Head,1597882695,ANOTHER BLACKOUT?,"443,856:18:15",New member,1597882695213,UCQ8xdpjwGge28B92ihJovNw
1597882695359254,Exalted Reaver,1597882695,C'MOM POOTUBE!!!!,"443,856:18:15",New member,1597882695359,UCwcItVm12Xv_wukXxnbQAjA
1597882695439482,Chris Lenga,1597882695,F,"443,856:18:15",New member,1597882695439,UCvJWTzux3T6-nQXa8jRwDGQ
1597882695566692,CPT Sprinx,1597882695,:washhands:,"443,856:18:15",New member,1597882695566,UC2FO3wIQDxgjJzFMKOMsxYA
1597882695594785,Steve M,1597882695,f,"443,856:18:15",New member,1597882695594,UCJ7j1njpoOosAH4yitRpMRQ
1597882695690354,Citrine Vibes,1597882695,LOCKED ON LOCKED,"443,856:18:15",New member,1597882695690,UCBms_GRveTMQUQ0a0wVau0w
1597882695794101,Chris P,1597882695,outage?,"443,856:18:15",New member,1597882695794,UCvJKUXbE6y7ff6uJZ8BBZrA
1597882696229240,Akshay,1597882696,f,"443,856:18:16",New member,1597882696229,UCdPQUPv5dpVo5-4GRSGpbZQ
1597882696491732,Bobby,1597882696,F,"443,856:18:16",New member,1597882696491,UCKqycEZ3hGjk6Ym-znW3Tvg
1597882696670534,IMurDEMISE,1597882696,come on boobtube,"443,856:18:16",New member,1597882696670,UCeMZsKWBAiwp0TdpRLum3lQ
1597882696767622,Chris Lenga,1597882696,F,"443,856:18:16",New member,1597882696767,UCvJWTzux3T6-nQXa8jRwDGQ
1597882696965471,CPT Sprinx,1597882696,:washhands:,"443,856:18:16",New member,1597882696965,UC2FO3wIQDxgjJzFMKOMsxYA
1597882697156934,Ace aka Hitman,1597882697,Alex!!!,"443,856:18:17",New member,1597882697156,UC6-Biwt4_fxXjfISjl9WreA
1597882697158688,McTeetySwag,1597882697,ALEX,"443,856:18:17",New member,1597882697158,UCdslcJwqzz-X-XUNLy3NBnQ
1597882697354449,krewkid82,1597882697,noooooooooooooooooooo not another black out,"443,856:18:17",New member,1597882697354,UC2xJkREhIGe10wAOZMmxIYA
1597882697388268,themachoponcho,1597882697,F :_Handshake::_Handshake::_Handshake:,"443,856:18:17",New member,1597882697388,UCgEjnNSU3P8YcrEq_OWI96Q
1597882697880781,Dinowaan,1597882697,Alex 😠😠,"443,856:18:17",New member,1597882697880,UCIjb7cZK3AIaz3K48ogZM5g
1597882698136754,Dark the WinterKnight,1597882698,😢,"443,856:18:18",New member,1597882698136,UCy7jZoLssU-dK9l9BpOgWlw
