amount,author,author_id,badges,body_color,header_color,message,ticker_duration,time_in_seconds,time_text,timestamp,video_offset_time_msec
,Nagisa The Big Gae,UCQSBIhpfSPejFv19WaMjtfg,,,,LATE,,135,2:15,1597517057022213,135727
,Red_Robin,UCHG1pCu5wjFdv6bktrH-WQQ,,,,late,,135,2:15,1597517057187814,135730
,Dominik Ganser,UCnGKjFdvZA6bnRVVYnmymqA,,,,lateblade,,135,2:15,1597517057192237,135735
,Zac Howard,UCSVbpJTABGOdTBDFjtndyFA,,,,LATE,,135,2:15,1597517057045022,135750
,Floofie,UCHwroNTVfZHp2vYaCpRnNnQ,,,,Dream X Techno,,135,2:15,1597517057264414,135807
,Dom the Bomb,UCxseen4X_YkWftRvoCMD1CA,,,,Earllllyyyyy,,135,2:15,1597517057142604,135848
,Mhar Saure,UCopeplywFvLVkOGJzjm1beg,,,,Early,,136,2:16,1597517057655485,136198
,Mby,UCo6AB4WMEsUQLVlUOEoedfg,,,,early,,136,2:16,1597517057770689,136313
,aleppy,UCZDn4THU5eu0KpST6hmXiqg,,,,laye,,136,2:16,1597517057879133,136422
,Jacob Ryun,UC7TLFDsKKQ0s6ylzQ5wrjDw,,,,late,,136,2:16,1597517057962989,136505
,DK Kim,UC38lqYjrkdWmraFgYnPlWXQ,,,,EARLY,,136,2:16,1597517058199840,136742
,Yash Razdan,UC942gHmONGZxBKUsxG2bxig,,,,late,,136,2:16,1597517058264405,136807
,Alex Smith,UCUE-knQw6DLWKI6whaolxRQ,,,,Late,,136,2:16,1597517058349295,136892
,Jennie S.,UC64vioB3igR-6zuKz643SLQ,,,,LATEEE,,136,2:16,1597517058350212,136893
,Spizx,UCf-laA99A4H9YfB6S_ZZ8Fg,,,,L,,137,2:17,1597517058606766,137149
,fireyrobot637,UCoWj72jpdL0-IS3MedNL3jA,,,,technoblade,,137,2:17,1597517058823063,137366
